Cliente_ID,Fecha,Producto,Rubro,Medio_Pago,Precio,Descuento,Edad,Género,Canal_Venta,Total
C06104,2024-01-10,Labial mate,Cuidado Facial,Débito,13047,0.1,33.0,M,Tienda,11742.300000000001
C06105,2024-04-20,Shampoo sin sulfato,Uñas,Efectivo,2297,0.15,16.0,F,Online,1952.45
C06106,2024-04-24,Acondicionador vegano,Cuidado Facial,Efectivo,11170,0.0,26.0,F,Tienda,11170.0
C06107,2024-02-05,Tónico facial,Fragancia,Efectivo,8397,0.1,69.0,M,Online,7557.3
C06108,2024-02-03,Sérum facial,Cuidado Facial,Transferencia,7872,0.0,37.0,F,Tienda,7872.0
C06109,2024-03-13,Máscara de pestañas,Maquillaje,Débito,5129,0.0,47.0,M,Tienda,5129.0
C06110,2024-04-15,Sérum facial,Maquillaje,Débito,14699,0.0,58.0,F,Online,14699.0
C06111,2024-01-28,Shampoo sin sulfato,Cuidado Facial,Transferencia,2732,0.1,25.0,M,Online,2458.8
C06112,2024-01-11,Eau de Parfum,Cuidado Facial,Transferencia,3942,0.1,64.0,M,Online,3547.8
C06113,2024-03-18,Acondicionador vegano,Cuidado Capilar,Efectivo,11701,0.0,42.0,F,Tienda,11701.0
C06114,2024-02-08,Tónico facial,Cuidado Facial,Tarjeta,1448,0.0,64.0,F,Tienda,1448.0
C06115,2024-04-28,Base líquida HD,Maquillaje,Tarjeta,10429,0.0,27.0,F,Online,10429.0
C06116,2024-02-16,Acondicionador vegano,Fragancia,Débito,14357,0.15,45.0,M,Online,12203.449999999999
C06117,2024-04-27,Máscara de pestañas,Maquillaje,Tarjeta,5500,0.1,25.0,F,Tienda,4950.0
C06118,2024-01-19,Sérum facial,Cuidado Capilar,Efectivo,9524,0.1,27.0,F,Tienda,8571.6
C06119,2024-04-27,Acondicionador vegano,Cuidado Facial,Transferencia,7133,0.05,53.0,M,Online,6776.349999999999
C06120,2024-01-15,Crema hidratante,Fragancia,Débito,14565,0.05,36.0,F,Tienda,13836.75
C06121,2024-01-28,Eau de Parfum,Maquillaje,Débito,13515,0.0,42.0,M,Online,13515.0
C06122,2024-01-24,Eau de Parfum,Fragancia,Transferencia,1165,0.0,21.0,F,Tienda,1165.0
C06123,2024-03-12,Crema hidratante,Uñas,Tarjeta,13872,0.0,53.0,M,Tienda,13872.0
C06124,2024-04-16,Esmalte en gel,Maquillaje,Débito,5832,0.2,67.0,M,Tienda,4665.6
C06125,2024-01-09,Esmalte en gel,Uñas,Transferencia,14822,0.15,23.0,F,Tienda,12598.699999999999
C06126,2024-02-16,Shampoo sin sulfato,Fragancia,Transferencia,13885,0.1,52.0,F,Tienda,12496.5
C06127,2024-02-02,Labial mate,Cuidado Facial,Tarjeta,13880,0.0,21.0,F,Online,13880.0
C06128,2024-03-02,Base líquida HD,Cuidado Facial,Tarjeta,13219,0.0,49.0,M,Online,13219.0
C06129,2024-04-06,Crema hidratante,Cuidado Facial,Efectivo,3774,0.0,64.0,F,Online,3774.0
C06130,2024-01-19,Shampoo sin sulfato,Uñas,Tarjeta,10891,0.05,55.0,M,Online,10346.449999999999
C06131,2024-03-07,Sérum facial,Cuidado Facial,Tarjeta,10605,0.05,37.0,F,Online,10074.75
C06132,2024-03-14,Crema hidratante,Cuidado Capilar,Transferencia,10638,0.2,44.0,M,Online,8510.4
C06133,2024-02-09,Labial mate,Maquillaje,Débito,6020,0.1,24.0,F,Tienda,5418.0
C06134,2024-02-16,Crema hidratante,Maquillaje,Transferencia,12674,0.0,36.0,F,Online,12674.0
C06135,2024-04-15,Labial mate,Fragancia,Efectivo,8748,0.0,47.0,F,Tienda,8748.0
C06136,2024-03-05,Labial mate,Uñas,Transferencia,5744,0.0,23.0,M,Online,5744.0
C06137,2024-01-29,Labial mate,Maquillaje,Efectivo,10879,0.0,58.0,M,Online,10879.0
C06138,2024-02-19,Eau de Parfum,Uñas,Tarjeta,1446,0.2,25.0,M,Online,1156.8
C06139,2024-04-07,Acondicionador vegano,Fragancia,Débito,12666,0.1,64.0,M,Tienda,11399.4
C06140,2024-04-24,Eau de Parfum,Cuidado Facial,Débito,1096,,38.0,F,Tienda,1096.0
C06141,2024-01-13,Shampoo sin sulfato,Fragancia,Transferencia,3426,0.0,35.0,M,Tienda,3426.0
C06142,2024-04-27,Eau de Parfum,Cuidado Capilar,Débito,11909,0.05,28.0,F,Online,11313.55
C06143,2024-01-01,Eau de Parfum,Cuidado Facial,Efectivo,4257,0.1,37.0,F,Online,3831.3
C06144,2024-02-03,Sérum facial,Cuidado Facial,Efectivo,14991,0.05,56.0,M,Tienda,14241.449999999999
C06145,2024-04-02,Crema hidratante,Cuidado Facial,Tarjeta,14555,0.0,30.0,F,Online,14555.0
C06146,2024-02-17,Eau de Parfum,Fragancia,Transferencia,5726,0.05,46.0,F,Online,5439.7
C06147,2024-04-20,Tónico facial,Cuidado Capilar,Tarjeta,7851,0.0,60.0,F,Online,7851.0
C06148,2024-03-17,Labial mate,Uñas,Débito,9694,0.05,47.0,F,Online,9209.3
C06149,2024-02-17,Crema hidratante,Fragancia,Tarjeta,13575,,,F,Online,13575.0
C06150,2024-02-18,Esmalte en gel,Maquillaje,Débito,9189,0.0,28.0,M,Tienda,9189.0
C06151,2024-04-26,Sérum facial,Maquillaje,Efectivo,13656,0.0,40.0,M,Tienda,13656.0
C06152,2024-03-04,Acondicionador vegano,Fragancia,Transferencia,9256,0.0,36.0,M,Online,9256.0
C06153,2024-03-01,Sérum facial,Uñas,Transferencia,13449,0.0,19.0,F,Online,13449.0
C06154,2024-01-29,Labial mate,Maquillaje,Tarjeta,7740,0.15,69.0,F,Tienda,6579.0
C06155,2024-02-08,Crema hidratante,Uñas,Débito,7714,0.0,57.0,M,Online,7714.0
C06156,2024-03-28,Acondicionador vegano,Cuidado Facial,Efectivo,1661,0.05,30.0,F,Online,1577.9499999999998
C06157,2024-01-26,Base líquida HD,Fragancia,Débito,12681,0.05,36.0,M,Online,12046.949999999999
C06158,2024-01-17,Máscara de pestañas,Cuidado Facial,Tarjeta,9672,0.0,57.0,F,Online,9672.0
C06159,2024-03-11,Sérum facial,Maquillaje,Débito,14944,0.05,68.0,F,Online,14196.8
C06160,2024-01-13,Acondicionador vegano,Uñas,Efectivo,7879,0.15,23.0,M,Online,6697.15
C06161,2024-03-09,Shampoo sin sulfato,Cuidado Facial,Tarjeta,5662,0.0,46.0,F,Tienda,5662.0
C06162,2024-01-26,Acondicionador vegano,Maquillaje,Efectivo,8815,0.2,25.0,F,Tienda,7052.0
C06163,2024-02-18,Máscara de pestañas,Cuidado Capilar,Tarjeta,4261,0.15,36.0,M,Online,3621.85
C06164,2024-03-07,Labial mate,Cuidado Facial,Transferencia,1405,0.15,32.0,M,Tienda,1194.25
C06165,2024-01-07,Crema hidratante,Cuidado Capilar,Débito,5860,0.0,20.0,M,Online,5860.0
C06166,2024-02-27,Base líquida HD,Cuidado Capilar,Efectivo,4560,0.05,28.0,M,Tienda,4332.0
C06167,2024-02-18,Shampoo sin sulfato,Maquillaje,Efectivo,12575,0.1,36.0,M,Online,11317.5
C06168,2024-04-12,Acondicionador vegano,Fragancia,Débito,12859,0.0,68.0,M,Tienda,12859.0
C06169,2024-02-22,Tónico facial,Uñas,Efectivo,14153,0.05,66.0,F,Online,13445.349999999999
C06170,2024-03-05,,Maquillaje,Efectivo,8856,0.15,59.0,F,Tienda,7527.599999999999
C06171,2024-04-22,Labial mate,Cuidado Facial,Efectivo,10309,0.2,27.0,M,Online,8247.2
C06172,2024-03-02,Sérum facial,Uñas,Transferencia,11629,0.0,40.0,F,Online,11629.0
C06173,2024-01-17,Sérum facial,Fragancia,Efectivo,7690,0.0,68.0,F,Online,7690.0
C06174,2024-02-12,Máscara de pestañas,Maquillaje,Transferencia,12674,0.0,43.0,M,Tienda,12674.0
C06175,2024-01-25,Labial mate,Fragancia,Débito,6331,0.0,17.0,F,Online,6331.0
C06176,2024-01-03,Shampoo sin sulfato,Cuidado Facial,Transferencia,12901,0.05,36.0,F,Online,12255.949999999999
C06177,2024-03-19,Esmalte en gel,Maquillaje,Efectivo,4440,0.1,56.0,F,Online,3996.0
C06178,2024-01-29,Base líquida HD,Cuidado Facial,Efectivo,1741,0.1,37.0,M,Tienda,1566.9
C06179,2024-04-26,Shampoo sin sulfato,Uñas,Efectivo,12431,0.2,17.0,F,Online,9944.800000000001
C06180,2024-04-16,Base líquida HD,Uñas,Transferencia,8181,0.0,45.0,M,Tienda,8181.0
C06181,2024-02-01,Crema hidratante,Fragancia,Tarjeta,8731,0.05,16.0,M,Tienda,8294.449999999999
C06182,2024-01-26,Crema hidratante,Fragancia,Tarjeta,3921,0.1,61.0,F,Online,3528.9
C06183,2024-01-16,Labial mate,Uñas,Débito,8374,0.15,28.0,F,Online,7117.9
C06184,2024-01-25,Labial mate,Cuidado Capilar,Débito,11023,0.15,18.0,M,Online,9369.55
C06185,2024-02-23,Sérum facial,Uñas,Débito,13330,0.05,35.0,M,Online,12663.5
C06186,2024-01-28,Eau de Parfum,Maquillaje,Efectivo,8023,0.2,20.0,M,Tienda,6418.400000000001
C06187,2024-03-13,Máscara de pestañas,Cuidado Facial,Tarjeta,6561,0.05,17.0,F,Tienda,6232.95
C06188,2024-04-29,Eau de Parfum,Uñas,Tarjeta,6634,0.2,41.0,M,Online,5307.200000000001
C06189,2024-02-25,Shampoo sin sulfato,Uñas,Débito,1910,0.1,68.0,M,Online,1719.0
C06190,2024-03-05,Sérum facial,Cuidado Facial,Tarjeta,13204,0.0,44.0,M,Tienda,13204.0
C06191,2024-04-02,Base líquida HD,Cuidado Facial,Débito,5702,0.2,33.0,M,Online,4561.6
C06192,2024-04-30,Esmalte en gel,Maquillaje,Efectivo,2418,0.0,24.0,M,Tienda,2418.0
C06193,2024-03-26,Acondicionador vegano,Cuidado Facial,Tarjeta,6798,0.2,37.0,F,Tienda,5438.400000000001
C06194,2024-03-20,Tónico facial,Fragancia,Efectivo,8698,0.1,43.0,F,Tienda,7828.2
C06195,2024-02-10,,Uñas,Efectivo,14006,0.1,27.0,F,Tienda,12605.4
C06196,2024-04-24,Eau de Parfum,Cuidado Facial,Tarjeta,13501,0.0,52.0,M,Tienda,13501.0
C06197,2024-04-17,Máscara de pestañas,Maquillaje,Transferencia,5038,0.0,33.0,M,Tienda,5038.0
C06198,2024-02-20,Esmalte en gel,Cuidado Facial,Débito,12831,0.2,49.0,F,Online,10264.800000000001
C06199,2024-04-27,Esmalte en gel,Uñas,Tarjeta,4445,0.0,57.0,F,Online,4445.0
C06200,2024-04-14,Crema hidratante,Cuidado Capilar,Efectivo,1131,0.15,69.0,F,Online,961.35
C06201,2024-03-11,Tónico facial,Cuidado Facial,Débito,11248,0.1,57.0,M,Tiena,10123.2
C06202,2024-03-18,Labial mate,Fragancia,Efectivo,6862,0.1,18.0,M,Online,6175.8
C06203,2024-01-29,Esmalte en gel,Uñas,Débito,1152,0.1,61.0,F,Tienda,1036.8
C06204,2024-03-23,Shampoo sin sulfato,Maquillaje,Tarjeta,3478,0.0,20.0,F,Tienda,3478.0
C06205,2024-01-19,Shampoo sin sulfato,Uñas,Efectivo,9674,0.05,38.0,M,Tienda,9190.3
C06206,2024-03-06,Labial mate,Cuidado Capilar,Débito,7116,0.1,28.0,M,Online,6404.400000000001
C06207,2024-02-10,Base líquida HD,Maquillaje,Débito,1304,0.15,39.0,M,Tienda,1108.3999999999999
C06208,2024-02-14,Sérum facial,Cuidado Capilar,Tarjeta,3519,0.1,43.0,F,Tienda,3167.1
C06209,2024-01-15,Labial mate,Cuidado Capilar,Débito,7112,0.0,32.0,F,Online,7112.0
C06210,2024-01-03,Tónico facial,Fragancia,Débito,1992,0.2,21.0,M,Tienda,1593.6000000000001
C06211,2024-01-11,Shampoo sin sulfato,Cuidado Facial,Efectivo,11429,0.1,42.0,F,Online,10286.1
C06212,2024-02-22,Esmalte en gel,Fragancia,Tarjeta,6647,0.05,60.0,F,Tienda,6314.65
C06213,2024-02-15,Shampoo sin sulfato,Fragancia,Tarjeta,11751,0.1,44.0,M,Online,10575.9
C06214,2024-01-30,Acondicionador vegano,Fragancia,Efectivo,13630,0.1,27.0,M,Tienda,12267.0
C06215,2024-02-26,Sérum facial,Maquillaje,Transferencia,8597,0.1,50.0,F,Online,7737.3
C06216,2024-04-13,Máscara de pestañas,Cuidado Facial,Efectivo,9906,0.1,63.0,M,Online,8915.4
C06217,2024-01-18,Acondicionador vegano,Cuidado Facial,Efectivo,2709,0.0,20.0,F,Tienda,2709.0
C06218,2024-02-20,Base líquida HD,Maquillaje,Transferencia,9018,0.05,17.0,F,Online,8567.1
C06219,2024-02-17,Crema hidratante,Fragancia,Débito,10249,0.0,26.0,M,Online,10249.0
C06220,2024-03-06,Acondicionador vegano,Fragancia,Tarjeta,1470,0.05,19.0,F,Tienda,1396.5
C06221,2024-04-05,Base líquida HD,Cuidado Capilar,Tarjeta,4465,0.0,37.0,F,Tienda,4465.0
C06222,2024-01-08,Base líquida HD,Cuidado Capilar,Transferencia,9932,0.0,16.0,M,Tienda,9932.0
C06223,2024-01-22,Máscara de pestañas,Uñas,Tarjeta,4566,0.15,60.0,M,Tienda,3881.1
C06224,2024-01-06,Crema hidratante,Cuidado Capilar,Transferencia,9704,0.05,65.0,M,Tienda,9218.8
C06225,2024-03-16,Eau de Parfum,Cuidado Facial,Débito,12585,0.1,31.0,M,Tienda,11326.5
C06226,2024-04-20,Labial mate,Maquillaje,Transferencia,6234,0.05,17.0,F,Online,5922.299999999999
C06227,2024-02-26,Esmalte en gel,Fragancia,Tarjeta,4285,0.0,56.0,F,Tienda,4285.0
C06228,2024-04-13,Tónico facial,Uñas,Tarjeta,13029,0.05,42.0,F,Tienda,12377.55
C06229,2024-02-05,Tónico facial,Cuidado Capilar,Transferencia,11384,0.15,27.0,F,Tienda,9676.4
C06230,2024-03-19,Tónico facial,Uñas,Tarjeta,13846,0.0,20.0,F,Online,13846.0
C06231,2024-04-01,Eau de Parfum,Maquillaje,Transferencia,14079,0.05,20.0,M,Tienda,13375.05
C06232,2024-04-25,Labial mate,Maquillaje,Tarjeta,14489,0.0,37.0,M,Online,14489.0
C06233,2024-02-26,Tónico facial,Uñas,Efectivo,9551,0.0,28.0,M,Tienda,9551.0
C06234,2024-02-18,Labial mate,Uñas,Débito,1284,0.15,31.0,F,Online,1091.3999999999999
C06235,2024-02-14,Esmalte en gel,Uñas,Tarjeta,12508,0.1,41.0,M,Tienda,11257.2
C06236,2024-03-22,Tónico facial,Fragancia,Tarjeta,4277,0.0,66.0,F,Tienda,4277.0
C06237,2024-03-06,Crema hidratante,Cuidado Facial,Tarjeta,3631,0.0,,M,Online,3631.0
C06238,2024-03-17,Base líquida HD,Cuidado Capilar,Transferencia,2757,0.05,63.0,M,Tienda,2619.15
C06239,2024-02-14,Tónico facial,Cuidado Capilar,Tarjeta,11966,0.1,47.0,M,Tienda,10769.4
C06240,2024-04-27,Labial mate,Cuidado Capilar,Transferencia,6479,0.0,34.0,M,Online,6479.0
C06241,2024-03-19,Base líquida HD,Uñas,Tarjeta,10714,0.1,51.0,M,Tienda,9642.6
C06242,2024-01-20,Máscara de pestañas,Uñas,Efectivo,14452,0.1,43.0,F,Online,13006.800000000001
C06243,2024-03-04,Tónico facial,Uñas,Efectivo,6787,0.0,30.0,F,Tienda,6787.0
C06244,2024-04-02,Tónico facial,Fragancia,Débito,10437,0.1,24.0,F,Tienda,9393.300000000001
C06245,2024-04-15,Acondicionador vegano,Fragancia,Transferencia,10604,0.0,31.0,F,Online,10604.0
C06246,2024-04-02,Base líquida HD,Fragancia,Débito,6449,0.0,21.0,F,Tienda,6449.0
C06247,2024-03-07,Tónico facial,Fragancia,Tarjeta,5838,0.0,23.0,F,Online,5838.0
C06248,2024-03-23,Crema hidratante,Maquillaje,Tarjeta,10608,0.0,48.0,M,Tienda,10608.0
C06249,2024-01-03,Esmalte en gel,Fragancia,Efectivo,9549,0.15,47.0,M,Online,8116.65
C06250,2024-02-23,Base líquida HD,Fragancia,Débito,4465,0.1,61.0,M,Tienda,4018.5
C06251,2024-03-18,Esmalte en gel,Fragancia,Tarjeta,7048,0.2,51.0,F,Online,5638.400000000001
C06252,2024-03-04,Sérum facial,Cuidado Capilar,Tarjeta,7730,0.05,57.0,F,Tienda,7343.5
C06253,2024-02-09,Labial mate,Cuidado Capilar,Transferencia,5135,0.0,63.0,F,Tienda,5135.0
C06254,2024-02-28,Máscara de pestañas,Cuidado Capilar,Tarjeta,12141,0.0,51.0,M,Online,12141.0
C06255,2024-02-24,Acondicionador vegano,Cuidado Facial,Débito,4141,0.15,49.0,M,Online,3519.85
C06256,2024-03-02,Crema hidratante,Maquillaje,Efectivo,12068,0.0,17.0,M,Tienda,12068.0
C06257,2024-01-04,Máscara de pestañas,Uñas,Efectivo,5553,0.05,28.0,M,Online,5275.349999999999
C06258,2024-02-29,Acondicionador vegano,Fragancia,Tarjeta,1196,0.05,58.0,M,Online,1136.2
C06259,2024-04-25,Máscara de pestañas,Cuidado Capilar,Tarjeta,2874,0.0,25.0,M,Online,2874.0
C06260,2024-03-15,Máscara de pestañas,Maquillaje,Tarjeta,6830,0.0,53.0,F,Online,6830.0
C06261,2024-04-04,Shampoo sin sulfato,Fragancia,Transferencia,7679,0.0,22.0,F,Tienda,7679.0
C06262,2024-04-16,Labial mate,Cuidado Facial,Tarjeta,8986,0.0,62.0,M,Online,8986.0
C06263,2024-04-05,Eau de Parfum,Uñas,Tarjeta,1937,0.0,67.0,M,Tienda,1937.0
C06264,2024-03-31,Acondicionador vegano,Fragancia,Transferencia,3194,0.05,66.0,F,Online,3034.2999999999997
C06265,2024-01-30,Crema hidratante,Uñas,Débito,12722,0.1,18.0,M,Tienda,11449.800000000001
C06266,2024-04-16,Base líquida HD,Fragancia,Transferencia,5125,0.05,68.0,F,Online,4868.75
C06267,2024-01-02,Máscara de pestañas,Cuidado Facial,Efectivo,7250,0.0,42.0,M,Tienda,7250.0
C06268,2024-03-02,Máscara de pestañas,Maquillaje,Transferencia,14989,0.1,29.0,M,Tienda,13490.1
C06269,2024-02-18,Acondicionador vegano,Uñas,Transferencia,9581,0.0,69.0,M,Tienda,9581.0
C06270,2024-01-09,Sérum facial,Uñas,Débito,12118,0.15,45.0,M,Online,10300.3
C06271,2024-04-01,Eau de Parfum,Maquillaje,Débito,9162,0.05,49.0,F,Online,8703.9
C06272,2024-01-31,Máscara de pestañas,Uñas,Tarjeta,7549,0.0,38.0,F,Online,7549.0
C06273,2024-04-07,Tónico facial,Cuidado Capilar,Transferencia,14432,0.0,63.0,M,Online,14432.0
C06274,2024-03-01,Shampoo sin sulfato,Maquillaje,Débito,8178,0.1,32.0,F,Tienda,7360.2
C06275,2024-04-29,Esmalte en gel,Cuidado Facial,Efectivo,9538,0.05,30.0,M,Online,9061.1
C06276,2024-03-19,Shampoo sin sulfato,Fragancia,Tarjeta,12036,0.0,60.0,F,Tienda,12036.0
C06277,2024-02-17,Eau de Parfum,Fragancia,Transferencia,9310,0.05,59.0,F,Online,8844.5
C06278,2024-01-25,Tónico facial,Maquillaje,Efectivo,9054,0.0,22.0,M,Tienda,9054.0
C06279,2024-02-05,Shampoo sin sulfato,Cuidado Capilar,Débito,5615,0.0,67.0,F,Tienda,5615.0
C06280,2024-01-08,Esmalte en gel,Cuidado Facial,Tarjeta,10430,0.0,67.0,M,Tienda,10430.0
C06281,2024-03-13,Base líquida HD,Fragancia,Efectivo,11972,0.15,18.0,F,Online,10176.199999999999
C06282,2024-02-27,Labial mate,Fragancia,Transferencia,11319,0.0,24.0,M,Tienda,11319.0
C06283,2024-04-10,Base líquida HD,Cuidado Capilar,Efectivo,3466,0.1,18.0,F,Tienda,3119.4
C06284,2024-04-21,Labial mate,Uñas,Tarjeta,9775,0.05,63.0,M,Online,9286.25
C06285,2024-02-14,Sérum facial,Maquillaje,Transferencia,3759,0.0,67.0,F,Online,3759.0
C06286,2024-03-02,Sérum facial,Cuidado Capilar,Transferencia,2708,0.2,50.0,M,Tienda,2166.4
C06287,2024-02-08,Sérum facial,Cuidado Capilar,Efectivo,6408,0.1,55.0,M,Online,5767.2
C06288,2024-04-05,Shampoo sin sulfato,Cuidado Capilar,Tarjeta,7377,0.0,23.0,F,Tienda,7377.0
C06289,2024-02-27,Sérum facial,Cuidado Capilar,Transferencia,7404,0.05,41.0,F,Online,7033.799999999999
C06290,2024-04-25,Labial mate,Uñas,Tarjeta,8076,0.15,30.0,F,Tienda,6864.599999999999
C06291,2024-03-21,Base líquida HD,Cuidado Facial,Débito,11896,0.2,20.0,M,Online,9516.800000000001
C06292,2024-04-08,Acondicionador vegano,Cuidado Capilar,Efectivo,14333,0.1,28.0,M,Tienda,12899.7
C06293,2024-04-10,Máscara de pestañas,Cuidado Capilar,Tarjeta,7221,0.1,30.0,F,Online,6498.900000000001
C06294,2024-03-23,Labial mate,Maquillaje,Débito,5837,0.0,54.0,F,Online,5837.0
C06295,2024-03-04,Base líquida HD,Fragancia,Débito,9863,0.2,27.0,F,Online,7890.400000000001
C06296,2024-02-13,Base líquida HD,Uñas,Tarjeta,10963,0.0,50.0,M,Online,10963.0
C06297,2024-01-29,,Cuidado Capilar,Tarjeta,2685,0.0,23.0,F,Online,2685.0
C06298,2024-02-28,Tónico facial,Cuidado Facial,Efectivo,11269,0.2,25.0,M,Online,9015.2
C06299,2024-03-11,Acondicionador vegano,Cuidado Facial,Efectivo,3485,0.0,49.0,M,Tienda,3485.0
C06300,2024-04-01,Tónico facial,Cuidado Facial,Transferencia,10888,0.05,23.0,M,Tienda,10343.6
C06301,2024-01-09,Tónico facial,Maquillaje,Efectivo,8940,0.05,37.0,M,Tienda,8493.0
C06302,2024-04-01,Base líquida HD,Cuidado Facial,Tarjeta,4601,0.15,65.0,M,Tienda,3910.85
C06303,2024-01-06,Esmalte en gel,Maquillaje,Transferencia,13350,0.0,27.0,M,Tienda,13350.0
C06304,2024-01-29,Crema hidratante,Uñas,Débito,2453,0.05,37.0,M,Tienda,2330.35
C06305,2024-02-27,Labial mate,Cuidado Facial,Débito,4206,0.0,42.0,M,Tienda,4206.0
C06306,2024-01-17,Shampoo sin sulfato,Fragancia,Tarjeta,13444,0.0,33.0,M,Online,13444.0
C06307,2024-01-16,Tónico facial,Cuidado Capilar,Transferencia,7712,0.15,34.0,F,Tienda,6555.2
C06308,2024-03-27,Sérum facial,Uñas,Transferencia,3990,0.05,20.0,F,Online,3790.5
C06309,2024-04-04,Shampoo sin sulfato,Fragancia,Efectivo,14064,0.0,31.0,M,Online,14064.0
C06310,2024-01-03,Eau de Parfum,Uñas,Débito,11493,0.0,64.0,F,Online,11493.0
C06311,2024-01-21,Esmalte en gel,Cuidado Facial,Débito,12450,0.0,56.0,F,Tienda,12450.0
C06312,2024-03-04,Shampoo sin sulfato,Uñas,Efectivo,8546,0.05,25.0,F,Online,8118.7
C06313,2024-03-30,Máscara de pestañas,Uñas,Débito,2350,0.0,34.0,M,Online,2350.0
C06314,2024-02-05,Crema hidratante,Uñas,Efectivo,7342,0.0,59.0,M,Online,7342.0
C06315,2024-04-15,Acondicionador vegano,Maquillaje,Débito,8338,0.0,16.0,F,Tienda,8338.0
C06316,2024-04-10,Máscara de pestañas,Fragancia,Débito,6434,0.2,37.0,M,Tienda,5147.200000000001
C06317,2024-04-26,Tónico facial,Cuidado Facial,Débito,13293,0.1,32.0,M,Online,11963.7
C06318,2024-03-26,Esmalte en gel,Cuidado Capilar,Efectivo,4949,0.05,50.0,M,Online,4701.55
C06319,2024-03-02,Esmalte en gel,Cuidado Facial,Débito,2279,0.0,54.0,M,Online,2279.0
C06320,2024-02-11,Tónico facial,Cuidado Facial,Débito,6998,0.05,67.0,F,Online,6648.099999999999
C06321,2024-03-16,Crema hidratante,Maquillaje,Transferencia,1820,0.2,24.0,F,Tienda,1456.0
C06322,2024-02-11,Base líquida HD,Maquillaje,Débito,10535,0.05,20.0,F,Online,10008.25
C06323,2024-03-01,Shampoo sin sulfato,Uñas,Tarjeta,7119,0.0,24.0,F,Online,7119.0
C06324,2024-01-13,Sérum facial,Cuidado Facial,Débito,3295,0.2,66.0,M,Online,2636.0
C06325,2024-01-11,Tónico facial,Fragancia,Débito,1003,0.05,26.0,M,Tienda,952.8499999999999
C06326,2024-02-23,Sérum facial,Maquillaje,Transferencia,3560,0.0,29.0,M,Online,3560.0
C06327,2024-01-16,Shampoo sin sulfato,Maquillaje,Transferencia,7981,0.05,61.0,M,Tienda,7581.95
C06328,2024-01-08,Crema hidratante,Fragancia,Efectivo,11745,0.0,55.0,M,Tienda,11745.0
C06329,2024-04-13,Base líquida HD,Maquillaje,Efectivo,1030,0.0,39.0,M,Online,1030.0
C06330,2024-02-28,Acondicionador vegano,Fragancia,Tarjeta,6952,0.15,35.0,M,Online,5909.2
C06331,2024-02-26,Crema hidratante,Cuidado Capilar,Transferencia,10844,0.05,48.0,M,Tienda,10301.8
C06332,2024-02-09,Sérum facial,Fragancia,Efectivo,9132,0.1,19.0,M,Online,8218.800000000001
C06333,2024-04-18,Esmalte en gel,Cuidado Capilar,Efectivo,10490,0.2,31.0,M,Online,8392.0
C06334,2024-02-28,Esmalte en gel,Uñas,Efectivo,13996,0.1,40.0,F,Tienda,12596.4
C06335,2024-01-02,Eau de Parfum,Uñas,Transferencia,1885,0.1,16.0,F,Tienda,1696.5
C06336,2024-04-03,Labial mate,Maquillaje,Transferencia,8492,0.2,66.0,M,Tienda,6793.6
C06337,2024-04-03,Máscara de pestañas,Fragancia,Tarjeta,10392,0.05,39.0,M,Tienda,9872.4
C06338,2024-03-16,Máscara de pestañas,Maquillaje,Transferencia,12550,0.0,18.0,M,Online,12550.0
C06339,2024-01-10,Tónico facial,Fragancia,Transferencia,11171,0.2,47.0,F,Online,8936.800000000001
C06340,2024-02-13,Sérum facial,Maquillaje,Transferencia,5843,0.0,49.0,M,Online,5843.0
C06341,2024-01-11,Máscara de pestañas,Uñas,Tarjeta,5038,0.0,64.0,F,Tienda,5038.0
C06342,2024-03-19,Máscara de pestañas,Uñas,Débito,11318,0.0,40.0,M,Online,11318.0
C06343,2024-03-20,Crema hidratante,Maquillaje,Débito,3290,0.1,58.0,F,Tienda,2961.0
C06344,2024-03-21,Acondicionador vegano,Fragancia,Efectivo,4894,0.2,18.0,M,Online,3915.2000000000003
C06345,2024-03-30,Sérum facial,Cuidado Facial,Débito,5596,0.05,22.0,F,Tienda,5316.2
C06346,2024-01-02,Eau de Parfum,Fragancia,Débito,1204,0.0,57.0,M,Tienda,1204.0
C06347,2024-02-19,Acondicionador vegano,Maquillaje,Tarjeta,10675,0.0,50.0,F,Tienda,10675.0
C06348,2024-01-12,Eau de Parfum,Fragancia,Tarjeta,6502,0.1,44.0,M,Online,5851.8
C06349,2024-04-24,Sérum facial,Cuidado Capilar,Débito,11962,0.0,55.0,M,Tienda,11962.0
C06350,2024-03-30,Base líquida HD,Fragancia,Débito,13620,0.05,40.0,M,Tienda,12939.0
C06351,2024-01-23,Base líquida HD,Uñas,Débito,11842,0.05,43.0,F,Tienda,11249.9
C06352,2024-01-18,Máscara de pestañas,Uñas,Efectivo,13453,0.1,39.0,F,Online,12107.7
C06353,2024-03-02,Tónico facial,Cuidado Capilar,Tarjeta,11400,0.1,20.0,F,Tienda,10260.0
C06354,2024-04-05,Esmalte en gel,Fragancia,Débito,9197,0.0,42.0,F,Online,9197.0
C06355,2024-04-22,Crema hidratante,Cuidado Facial,Transferencia,8820,0.1,25.0,M,Tienda,7938.0
C06356,2024-03-02,Máscara de pestañas,Fragancia,Débito,9140,0.0,27.0,M,Tienda,9140.0
C06357,2024-02-07,Labial mate,Uñas,Transferencia,1531,0.0,33.0,M,Online,1531.0
